id_cliente;indica_amigo;n_indicacoes;tempo_empresa;ultima_oferta_aceita;contrata_telefonia;tarifa_linha;varias_linhas_telefonicas;internet_da_empresa;tipo_internet;tipo_contrato;faturamento_papel;tipo_pagamento;receita
6266-QHOJZ;No;0;65;None;Yes;38.33;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;8336.1
7269-JISCY;No;0;55;None;Yes;33.6;No;Yes;DSL;One Year;No;Bank Withdrawal;4310.6
0363-SVHYR;Yes;10;71;Offer A;Yes;10.11;Yes;Yes;DSL;Two Year;No;Bank Withdrawal;6981.61
8547-NSBBO;No;0;35;Offer C;Yes;39.87;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;4928.85
6591-QGOYB;No;0;17;None;Yes;38.78;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2331.36
9070-BCKQP;Yes;5;72;Offer A;Yes;23.7;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;9587.6
6421-SZVEM;Yes;4;28;Offer C;Yes;16.13;No;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;2772.44
1328-EUZHC;Yes;4;18;None;Yes;25.54;No;No;None;Two Year;No;Credit Card;830.22
8878-RYUKI;No;0;52;None;Yes;9.37;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;3530.94
9633-DENPU;Yes;8;47;None;Yes;3.2;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;2873.8
7811-JIVPF;No;0;23;None;Yes;42.26;No;Yes;Cable;Month-to-Month;No;Credit Card;2203.23
7113-HIPFI;Yes;10;66;Offer A;Yes;26.91;No;Yes;Cable;Two Year;No;Credit Card;5873.11
8541-QVFKM;No;0;8;None;Yes;17.3;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;770.6
9258-CNWAC;Yes;2;71;Offer A;Yes;4.32;Yes;Yes;Fiber Optic;Two Year;No;Credit Card;8473.52
6374-AFWOX;Yes;3;46;None;Yes;46.71;No;Yes;Cable;Two Year;No;Credit Card;5195.81
5317-FLPJF;No;0;66;Offer A;No;0;No;Yes;DSL;Two Year;Yes;Bank Withdrawal;4323.4
7621-VPNET;Yes;8;42;None;Yes;20.58;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;4594.11
6034-YMTOB;No;0;5;None;Yes;29.75;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;548.2
4903-CNOZC;No;0;29;Offer C;Yes;28.83;Yes;Yes;DSL;One Year;No;Credit Card;2800.67
4353-HYOJD;Yes;5;27;Offer C;Yes;19.32;No;Yes;DSL;Month-to-Month;No;Credit Card;1857.79
7267-FRMJW;Yes;1;25;Offer C;Yes;4.57;No;No;None;Two Year;No;Credit Card;600.3
4188-FRABG;Yes;4;57;None;Yes;31.79;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;7737.78
0620-DLSLK;No;0;13;None;Yes;34.18;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1473.24
3850-OKINF;No;0;71;Offer A;Yes;37.03;Yes;Yes;DSL;One Year;Yes;Bank Withdrawal;7321.68
1156-ZFYDO;No;0;1;None;Yes;37.62;No;No;None;Month-to-Month;No;Bank Withdrawal;57.37
5549-ZGHFB;Yes;3;50;None;Yes;22.3;Yes;No;None;Two Year;No;Credit Card;2376.45
7577-SWIFR;No;0;1;None;Yes;16.64;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;105.89
0303-WMMRN;No;0;5;None;Yes;21.01;No;No;None;Month-to-Month;Yes;Credit Card;191.1
6408-OTUBZ;No;0;66;Offer A;Yes;16.39;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;7860.79
5204-HMGYF;Yes;4;49;None;Yes;33.07;No;Yes;DSL;One Year;Yes;Credit Card;5965.43
3727-OVPRY;Yes;3;66;Offer A;Yes;42.84;Yes;No;None;One Year;Yes;Credit Card;4541.99
3797-FKOGQ;No;0;11;None;Yes;5.84;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;987.44
7622-NXQZR;No;0;28;Offer C;No;0;No;Yes;DSL;Month-to-Month;Yes;Credit Card;810.85
6196-HBOBZ;Yes;9;65;None;Yes;30.44;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;8326.15
3970-XGJDU;No;0;62;None;Yes;24.03;No;No;None;Two Year;Yes;Credit Card;2613.51
7017-VFULY;Yes;9;2;None;Yes;32.86;No;No;None;Month-to-Month;No;Bank Withdrawal;108.87
5562-YJQGT;No;0;2;None;Yes;2.46;No;No;None;Month-to-Month;No;Credit Card;40.02
8807-OPMBM;Yes;1;55;Offer B;Yes;1.44;Yes;No;None;Two Year;Yes;Credit Card;1467.2
8294-UIMBA;No;0;30;None;Yes;2.67;No;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;2718.2
8109-YUOHE;No;0;17;None;Yes;36.47;No;Yes;Cable;One Year;No;Credit Card;1566.94
5840-NVDCG;Yes;10;16;None;Yes;20.12;No;Yes;Cable;Two Year;No;Bank Withdrawal;1436.77
8092-NLTGF;No;0;72;Offer A;Yes;29.29;Yes;No;None;Two Year;No;Bank Withdrawal;3886.48
5928-QLDHB;No;0;9;None;Yes;34.75;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;997.6
9840-EFJQB;No;0;1;None;Yes;24.41;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;98.76
0696-UKTOX;No;0;23;None;Yes;8.4;No;Yes;Cable;Month-to-Month;No;Bank Withdrawal;1545.65
4801-KFYKL;No;0;8;None;Yes;1.95;No;No;None;Month-to-Month;No;Bank Withdrawal;174.8
3472-OAOOR;Yes;3;19;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Credit Card;610.2
6135-OZQVA;No;0;7;Offer E;Yes;40.42;Yes;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;687.29
2252-JHJGE;No;0;61;Offer B;Yes;45.69;Yes;Yes;Fiber Optic;One Year;No;Bank Withdrawal;9150.54
4188-PCPIG;Yes;1;57;Offer B;Yes;48;No;Yes;Cable;Two Year;Yes;Credit Card;6860.65
7105-BENQF;No;0;15;None;Yes;43.69;No;Yes;DSL;One Year;No;Credit Card;1606.1
7721-DVEKZ;No;0;1;Offer E;Yes;23.67;No;No;None;Month-to-Month;No;Credit Card;43.32
3566-VVORZ;No;0;12;None;Yes;30.79;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;875.43
9507-HSMMZ;No;0;54;Offer B;Yes;27.3;No;No;None;Two Year;No;Credit Card;2623.85
2480-SQIOB;Yes;1;4;Offer E;Yes;25.9;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;273.25
7813-TKCVO;Yes;1;20;None;Yes;27.96;No;No;None;One Year;No;Credit Card;952.35
0128-MKWSG;No;0;26;None;No;0;No;Yes;DSL;Month-to-Month;No;Credit Card;1147
4350-ZTLPI;Yes;1;53;Offer B;Yes;18;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;6672.2
5727-MYATE;Yes;1;72;Offer A;Yes;20.63;Yes;Yes;DSL;Two Year;Yes;Credit Card;7882.96
3823-KYNQY;No;0;12;Offer D;Yes;25.57;Yes;No;None;One Year;No;Credit Card;587.24
3021-VLNRJ;No;0;50;Offer B;Yes;37.52;No;Yes;DSL;One Year;Yes;Credit Card;5354.15
6907-FLBER;No;0;1;Offer E;Yes;34.02;Yes;Yes;DSL;Month-to-Month;No;Bank Withdrawal;98.32
5982-PSMKW;Yes;1;23;Offer D;Yes;27.97;Yes;Yes;Cable;Two Year;Yes;Credit Card;2841.61
3507-GASNP;No;0;60;Offer B;Yes;16.59;No;No;None;Two Year;No;Credit Card;2185.3
7096-ZNBZI;Yes;1;72;Offer A;Yes;22.22;Yes;No;None;Two Year;No;Credit Card;3514.34
1676-MQAOA;No;0;72;Offer A;Yes;15.03;No;Yes;Cable;Two Year;Yes;Bank Withdrawal;6418.51
7566-DSRLQ;Yes;7;72;Offer A;Yes;12.85;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;8994
7245-JMTTQ;No;0;51;Offer B;Yes;43.79;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;7936.54
6050-IJRHS;Yes;2;70;Offer A;Yes;5.93;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;7812.1
6202-JVYEU;No;0;9;None;Yes;4.02;No;No;None;One Year;Yes;Bank Withdrawal;200.78
8591-TKMZH;Yes;1;59;Offer B;Yes;46.1;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;9275.1
0734-OXWBT;No;0;3;Offer E;Yes;25.04;No;Yes;Cable;Month-to-Month;No;Credit Card;300.77
0365-TRTPY;No;0;37;None;Yes;11.73;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;3816.31
7349-ALMUX;No;0;37;None;Yes;38.43;No;Yes;Cable;Two Year;No;Bank Withdrawal;3735.71
6502-KUGLL;Yes;4;14;Offer D;Yes;42.64;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;1377.81
1841-YSJGV;Yes;9;72;Offer A;Yes;40.78;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;10788.56
3511-BFTJW;Yes;8;72;Offer A;No;0;No;Yes;DSL;Two Year;No;Credit Card;2763
5018-HEKFO;No;0;10;Offer D;Yes;17.01;Yes;No;None;Month-to-Month;Yes;Credit Card;440.25
2923-ARZLG;Yes;5;10;Offer E;Yes;46.23;No;No;None;One Year;Yes;Credit Card;659.84
3976-NLDEZ;No;0;1;Offer E;Yes;1.48;No;No;None;Month-to-Month;No;Credit Card;22.08
2282-YGNOR;No;0;29;None;Yes;14.46;No;Yes;DSL;One Year;No;Credit Card;2153.84
6854-EXGSF;No;0;8;Offer E;Yes;8.73;Yes;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;642.99
1241-EZFMJ;Yes;2;61;Offer B;Yes;11.53;Yes;No;None;Two Year;No;Bank Withdrawal;2241.93
5376-PCKNB;Yes;5;72;Offer A;Yes;17.49;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;8848.28
8044-BGWPI;Yes;8;12;Offer D;Yes;33.9;No;No;None;Month-to-Month;Yes;Bank Withdrawal;712.85
4060-LDNLU;No;0;7;None;Yes;45.93;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;961.21
3589-PPVKW;No;0;9;Offer E;Yes;38.65;No;Yes;DSL;Month-to-Month;Yes;Credit Card;696
5887-IKKYO;Yes;2;58;Offer B;Yes;5.01;Yes;Yes;Fiber Optic;Two Year;No;Bank Withdrawal;5854.23
1755-RMCXH;Yes;5;2;Offer E;Yes;7.27;No;No;None;Month-to-Month;No;Credit Card;54.79
3858-XHYJO;Yes;5;40;Offer B;Yes;22.2;Yes;Yes;Fiber Optic;One Year;No;Bank Withdrawal;5116.55
4299-SIMNS;No;0;9;Offer E;Yes;34.34;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1143.51
7025-IWFHT;No;0;41;Offer B;Yes;45.22;No;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;5583.77
6261-LHRTG;No;0;26;None;Yes;39.84;No;Yes;Cable;Month-to-Month;Yes;Credit Card;2442.74
7841-FCRQD;Yes;1;33;None;Yes;15.45;No;Yes;Cable;One Year;Yes;Credit Card;2367.15
2056-EVGZL;Yes;9;68;None;Yes;8.88;No;Yes;Fiber Optic;One Year;No;Credit Card;7926.34
7753-USQYQ;No;0;55;Offer B;Yes;27.65;No;Yes;Cable;One Year;Yes;Bank Withdrawal;5148.05
7661-CPURM;No;0;19;Offer D;Yes;43.11;No;Yes;Fiber Optic;One Year;Yes;Credit Card;2545.04
6233-HXJMX;No;0;45;Offer B;Yes;13.82;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;4814.05
5902-WBLSE;No;0;70;None;Yes;26.85;No;No;None;Two Year;Yes;Credit Card;3290.7
3239-TPHPZ;Yes;10;12;Offer D;Yes;40.34;No;No;None;Two Year;Yes;Bank Withdrawal;748.63
5115-GZDEL;No;0;72;None;No;0;No;Yes;Cable;Two Year;No;Credit Card;4671.7
3338-CVVEH;No;0;12;Offer D;Yes;13.88;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;1340.11
4393-GEADV;Yes;10;70;None;Yes;39.06;Yes;Yes;Fiber Optic;Two Year;No;Credit Card;10576.5
8486-AYEQH;No;0;31;None;Yes;38.78;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3429.98
2495-KZNFB;No;0;33;None;Yes;16.76;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3542.68
4560-WQAQW;No;0;59;Offer B;Yes;28.32;Yes;Yes;DSL;One Year;No;Bank Withdrawal;5891.83
4274-DRSQT;No;0;66;None;Yes;31.93;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;8107.48
2027-DNKIV;Yes;1;37;None;Yes;35.67;No;Yes;DSL;One Year;Yes;Credit Card;3522.89
2885-HIJDH;Yes;9;69;None;Yes;26.35;Yes;Yes;DSL;Two Year;No;Bank Withdrawal;8012.25
5424-RLQLC;No;0;10;Offer D;Yes;1.48;No;Yes;DSL;Month-to-Month;Yes;Credit Card;743.75
6507-DTJZV;No;0;13;Offer D;Yes;30.19;No;Yes;DSL;Month-to-Month;No;Credit Card;1224.22
7673-BQGKU;Yes;6;69;None;Yes;11.47;No;No;None;Two Year;No;Bank Withdrawal;2128.93
2725-IWWBA;Yes;9;46;Offer B;Yes;38.45;No;Yes;DSL;One Year;No;Credit Card;4328.8
1061-PNTHC;Yes;5;56;Offer B;Yes;13.94;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;6733.64
0394-YONDK;No;0;70;None;Yes;1.22;Yes;No;None;Two Year;No;Credit Card;1875.55
6574-MCOEH;Yes;2;33;None;Yes;31.59;Yes;Yes;Cable;One Year;Yes;Bank Withdrawal;3593.87
7399-QHBJS;Yes;8;72;None;Yes;22.62;Yes;Yes;Cable;Two Year;No;Credit Card;6388.94
0997-YTLNY;No;0;19;Offer D;Yes;4.03;No;Yes;Cable;Month-to-Month;No;Credit Card;1030.22
9479-HYNYL;Yes;8;71;None;Yes;43.61;No;Yes;Cable;Two Year;Yes;Credit Card;8801.36
9708-KFDBY;No;0;1;Offer E;Yes;7.32;No;No;None;Month-to-Month;No;Credit Card;27.87
3642-GKTCT;No;0;61;Offer B;Yes;5.55;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;7332.2
0774-RMNUW;Yes;6;71;Offer A;No;0;No;Yes;Cable;Two Year;No;Bank Withdrawal;4122.65
1334-PDUKM;Yes;5;68;Offer A;Yes;9.76;Yes;Yes;Fiber Optic;One Year;No;Credit Card;6576.63
0756-MPZRL;No;0;46;Offer B;No;0;No;Yes;DSL;One Year;No;Credit Card;1537.85
2242-MFOTG;No;0;33;None;Yes;25.71;Yes;Yes;Fiber Optic;One Year;No;Bank Withdrawal;3451.73
2927-CVULT;Yes;1;53;Offer B;Yes;28.36;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;7069.48
8745-PVESG;No;0;57;None;No;0;No;Yes;DSL;One Year;Yes;Credit Card;2258.25
9700-ISPUP;Yes;1;10;Offer D;Yes;25.89;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;875.8
9839-ETQOE;No;0;43;None;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;1912.85
9027-TMATR;Yes;1;43;None;Yes;38.53;No;Yes;DSL;Two Year;Yes;Bank Withdrawal;5092.19
1941-HOSAM;Yes;1;1;None;Yes;24.33;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;114.43
9110-HSGTV;No;0;69;Offer A;Yes;25.73;No;Yes;DSL;Two Year;Yes;Credit Card;7315.29
0704-VCUMB;Yes;1;61;None;Yes;10.94;No;No;None;Two Year;No;Credit Card;1940.99
6171-ZTVYB;Yes;1;43;None;Yes;26.1;Yes;Yes;DSL;Month-to-Month;No;Bank Withdrawal;4023.24
1935-IMVBB;Yes;1;56;None;Yes;3.79;No;Yes;Fiber Optic;Month-to-Month;No;Credit Card;5123.53
2535-PBCGC;Yes;5;70;Offer A;No;0;No;Yes;Cable;Two Year;No;Bank Withdrawal;4458.84
1470-PSXNM;Yes;7;49;None;Yes;36.08;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;6254.94
2498-XLDZR;Yes;1;32;None;Yes;19.76;No;Yes;DSL;Two Year;No;Credit Card;2936.51
5338-YHWYT;No;0;37;None;Yes;49.99;No;Yes;Cable;Two Year;No;Credit Card;4213.19
7718-UPSKJ;Yes;9;69;Offer A;Yes;24.17;No;Yes;Fiber Optic;One Year;Yes;Credit Card;8916.04
8731-WBBMB;Yes;7;26;None;Yes;11.23;No;Yes;Cable;Month-to-Month;No;Bank Withdrawal;2325.67
1448-CYWKC;Yes;2;58;None;Yes;43.01;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;8685.15
7901-IIDQV;No;0;24;None;Yes;7.52;Yes;Yes;Cable;One Year;No;Bank Withdrawal;1394.31
2690-DVRVK;Yes;1;5;None;Yes;41.21;No;No;None;One Year;No;Bank Withdrawal;305.5
1270-XKUCC;Yes;1;30;None;Yes;12.85;No;No;None;Two Year;No;Credit Card;934.96
0334-ZFJSR;No;0;55;None;Yes;35.38;Yes;Yes;Cable;One Year;Yes;Credit Card;5513.47
5583-EJXRD;Yes;1;44;None;No;0;No;Yes;Cable;Two Year;Yes;Credit Card;2327.75
4565-EVZMJ;No;0;47;None;Yes;26.35;No;Yes;Cable;One Year;Yes;Credit Card;4051.5
3327-YBAKM;Yes;10;64;None;Yes;19.22;No;Yes;Fiber Optic;One Year;Yes;Credit Card;7531.06
9441-QHEVC;No;0;1;None;Yes;44.22;No;No;None;Month-to-Month;No;Credit Card;63.32
6705-LNMDD;No;0;20;Offer D;Yes;49.81;No;Yes;DSL;Month-to-Month;No;Credit Card;1996.44
2580-ASVVY;Yes;1;37;None;No;0;No;Yes;DSL;Two Year;No;Bank Withdrawal;1548.97
3370-GQEAL;Yes;9;30;None;Yes;21.72;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;3258.42
5032-USPKF;No;0;38;None;Yes;25.11;Yes;Yes;DSL;One Year;No;Bank Withdrawal;4141.83
4254-QPEDE;Yes;3;52;None;No;0;No;Yes;DSL;Two Year;No;Credit Card;3330.1
6283-GITPX;No;0;71;Offer A;Yes;4.76;No;Yes;DSL;Two Year;Yes;Credit Card;5860.66
0771-CHWSK;No;0;66;Offer A;Yes;45.57;Yes;Yes;DSL;Two Year;Yes;Credit Card;7806.02
9788-HNGUT;Yes;9;72;Offer A;Yes;17.87;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;9881.04
9495-REDIY;No;0;25;None;No;0;No;Yes;DSL;One Year;Yes;Credit Card;970.55
5375-XLDOF;Yes;7;69;Offer A;Yes;37.97;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;10295.73
1172-VIYBP;Yes;9;53;None;Yes;27.93;Yes;Yes;DSL;Two Year;No;Bank Withdrawal;5166.34
6559-PDZLR;No;0;26;None;Yes;37;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3499
8992-OBVDG;No;0;21;Offer D;Yes;39.85;No;Yes;DSL;Month-to-Month;No;Credit Card;2230.45
4273-MBHYA;No;0;1;None;Yes;5.36;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;94.71
4724-WXVWF;No;0;48;None;Yes;4.15;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4644.5
5701-GUXDC;Yes;4;26;None;No;0;No;Yes;DSL;One Year;No;Credit Card;978.6
1460-UZPRJ;Yes;7;60;None;Yes;30.14;No;No;None;Two Year;No;Credit Card;3066.55
6082-GLJIX;No;0;18;Offer D;Yes;31.33;No;No;None;Month-to-Month;No;Credit Card;895.29
2495-TTHBQ;No;0;4;None;Yes;32.15;No;No;None;One Year;Yes;Credit Card;213.35
0485-ZBSLN;Yes;4;65;None;Yes;36.5;Yes;No;None;Two Year;No;Credit Card;4087.6
3810-PJUHR;Yes;6;70;Offer A;Yes;10.46;Yes;No;None;Two Year;No;Credit Card;2447.35
0847-HGRML;No;0;62;None;Yes;24.48;No;No;None;Two Year;No;Bank Withdrawal;2767.86
8232-CTLKO;Yes;9;66;Offer A;Yes;8.39;No;Yes;DSL;Two Year;Yes;Bank Withdrawal;4550.54
9227-YBAXE;No;0;65;Offer B;Yes;4.75;Yes;Yes;DSL;Two Year;Yes;Bank Withdrawal;5563.85
9860-LISIZ;No;0;34;None;Yes;36.75;No;No;None;Month-to-Month;No;Credit Card;1922.7
0112-QAWRZ;Yes;8;16;Offer D;Yes;48.71;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2221.56
4043-MKDTV;Yes;10;71;Offer A;Yes;37.69;No;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;9967.74
9229-RQABD;No;0;18;Offer D;Yes;12.97;Yes;No;None;One Year;No;Credit Card;657.96
8313-KTIHG;No;0;4;None;Yes;37.7;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;410.2
5320-BRKGK;Yes;1;58;Offer B;Yes;2.87;Yes;Yes;DSL;Two Year;No;Credit Card;4582.21
6284-KMNUF;Yes;10;56;Offer B;Yes;37.5;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;7370.6
6229-UOLQL;Yes;8;56;Offer B;No;0;No;Yes;Cable;One Year;Yes;Credit Card;2884.9
3137-LUPIX;No;0;4;None;Yes;1.1;Yes;Yes;Cable;Month-to-Month;Yes;Credit Card;257.4
6143-JQKEA;No;0;10;None;Yes;15.45;No;Yes;Cable;Month-to-Month;Yes;Credit Card;590.7
8676-OOQEJ;No;0;4;None;No;0;No;Yes;Cable;Month-to-Month;No;Bank Withdrawal;118.4
9701-CDXHR;Yes;1;51;Offer B;Yes;45.76;No;Yes;Fiber Optic;Month-to-Month;No;Credit Card;6093.36
8124-NZVGJ;No;0;6;None;No;0;No;Yes;Cable;One Year;Yes;Credit Card;255.6
2162-FRZAA;Yes;7;63;Offer B;No;0;No;Yes;DSL;Two Year;No;Bank Withdrawal;2395.05
5118-MUEYH;Yes;4;48;Offer B;Yes;39.25;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;6967.55
5627-TVBPP;No;0;35;None;Yes;25.52;No;No;None;One Year;Yes;Credit Card;1537.7
3936-QQFLL;No;0;2;None;Yes;1.97;No;No;None;Month-to-Month;No;Credit Card;43.24
2589-AYCRP;No;0;50;Offer B;Yes;37.95;No;No;None;One Year;No;Bank Withdrawal;2886.55
4067-HLYQI;No;0;33;None;Yes;49.45;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4097.95
5124-EOGYE;No;0;31;None;Yes;34.57;No;No;None;Two Year;No;Credit Card;1710.22
5057-RKGLH;Yes;9;9;None;Yes;30.83;No;No;None;Two Year;No;Credit Card;468.57
0292-WEGCH;Yes;7;54;Offer B;Yes;4.33;Yes;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;4757.87
8910-ICHIU;No;0;46;Offer B;Yes;30.6;No;Yes;Fiber Optic;One Year;Yes;Credit Card;6071.8
4097-YODCF;No;0;34;Offer C;Yes;4.28;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;3616.32
9715-WZCLW;Yes;7;71;Offer A;Yes;39.09;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;9685.69
9786-YWNHU;Yes;6;63;Offer B;Yes;1.18;No;Yes;DSL;Two Year;No;Credit Card;4178.54
6407-GSJNL;No;0;51;Offer B;Yes;44.35;Yes;No;None;Two Year;No;Bank Withdrawal;3549.85
4049-ZPALD;Yes;7;64;Offer B;Yes;35.92;No;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;8674.68
6833-JMZYP;No;0;15;None;Yes;15.28;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1734.65
1310-QRITU;No;0;18;None;Yes;38.32;Yes;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;1603.06
8961-QDZZJ;Yes;3;57;Offer B;Yes;42.18;No;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;7940.06
9715-SBVSU;Yes;3;14;None;Yes;10.74;No;Yes;DSL;Two Year;Yes;Bank Withdrawal;985.91
7929-SKFGK;Yes;10;70;Offer A;Yes;21.68;Yes;Yes;Fiber Optic;Two Year;No;Credit Card;9761.9
2300-RQGOI;No;0;38;Offer C;Yes;41.63;No;No;None;Two Year;No;Credit Card;2323.44
3563-SVYLG;Yes;4;68;Offer A;Yes;36.51;No;Yes;DSL;Two Year;No;Credit Card;6858.48
4998-IKFSE;No;0;30;Offer C;Yes;34.49;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;4211.6
8630-QSGXK;Yes;10;51;Offer B;Yes;9.99;Yes;Yes;DSL;Two Year;Yes;Bank Withdrawal;4410.74
2455-USLMV;No;0;31;Offer C;Yes;24.21;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;3363.91
9488-FVZCC;Yes;5;72;Offer A;Yes;32.59;Yes;Yes;DSL;Two Year;Yes;Bank Withdrawal;8008.18
5995-WWKKG;No;0;37;Offer C;Yes;30.17;No;No;None;One Year;Yes;Bank Withdrawal;1811.34
7879-CGSFV;No;0;55;Offer B;Yes;42.19;No;Yes;Fiber Optic;One Year;Yes;Credit Card;7872.5
9921-EZKBY;No;0;33;Offer C;Yes;10.36;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3617.03
7432-FFVAR;Yes;2;46;Offer B;Yes;6.26;No;Yes;Fiber Optic;One Year;No;Bank Withdrawal;4574.56
7246-ZGQDF;No;0;1;None;Yes;33.21;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;87.71
4456-RHSNB;Yes;3;19;None;Yes;7.42;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;1103.88
2481-SBOYW;No;0;61;Offer B;Yes;32.05;Yes;No;None;Two Year;Yes;Credit Card;3453.4
7109-MFBYV;No;0;26;Offer C;Yes;29.07;No;Yes;Cable;Month-to-Month;No;Bank Withdrawal;1988.97
1833-TCXKK;No;0;45;Offer B;Yes;29.81;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;6224.25
1832-PEUTS;Yes;4;62;Offer B;Yes;37.75;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;7752.15
8660-BUETV;No;0;3;None;Yes;34.89;No;Yes;Cable;Month-to-Month;No;Credit Card;262.72
0580-PIQHM;Yes;7;41;Offer B;Yes;14.73;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;4534.48
5696-CEIQJ;Yes;4;67;Offer A;Yes;13.26;No;Yes;Fiber Optic;Two Year;No;Bank Withdrawal;7783.92
1696-HXOWK;Yes;6;71;Offer A;Yes;5.22;Yes;Yes;Fiber Optic;One Year;No;Credit Card;7227.57
3026-ATZYV;Yes;3;37;Offer C;Yes;1.12;No;Yes;Cable;One Year;No;Bank Withdrawal;2700.24
4012-YCFAI;Yes;5;60;None;Yes;22.22;No;Yes;DSL;Two Year;Yes;Credit Card;5099.4
9970-QBCDA;No;0;6;Offer E;Yes;31.02;No;No;None;Month-to-Month;No;Credit Card;315.67
9496-IVVRP;Yes;8;11;None;Yes;44.84;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;1134.94
