id_cliente;status;categoria_churn;saida_trimestre
4803-LBYPN;Stayed;;No
2139-FQHLM;Stayed;;No
1093-YSWCA;Stayed;;No
3882-IYOIJ;Stayed;;No
8749-TZYEC;Stayed;;No
1755-FZQEC;Stayed;;No
3115-JPJDD;Stayed;;No
5600-KTXFM;Joined;;No
6339-TBELP;Stayed;;No
7964-YESJC;Stayed;;No
9938-ZREHM;Stayed;;No
7950-XWOVN;Stayed;;No
4647-MUZON;Stayed;;No
9702-AIUJO;Stayed;;No
8849-PRIQJ;Stayed;;No
8851-RAGOV;Stayed;;No
5396-IZEPB;Stayed;;No
1729-VLAZJ;Stayed;;No
8285-ABVLB;Stayed;;No
0701-TJSEF;Stayed;;No
5712-VBOXD;Stayed;;No
6629-LADHQ;Joined;;No
1559-DTODC;Stayed;;No
4797-MIWUM;Stayed;;No
4537-CIBHB;Stayed;;No
4324-AHJKS;Stayed;;No
4355-CVPVS;Stayed;;No
4495-LHSSK;Stayed;;No
5915-ANOEI;Stayed;;No
9861-PDSZP;Stayed;;No
6704-UTUKK;Stayed;;No
2019-HDCZY;Stayed;;No
8788-DOXSU;Stayed;;No
7404-JLKQG;Joined;;No
7421-ZLUPA;Stayed;;No
3274-NSDWE;Stayed;;No
2632-IVXVF;Stayed;;No
8915-NNTRC;Stayed;;No
5914-GXMDA;Stayed;;No
7463-IFMQU;Stayed;;No
2920-RNCEZ;Joined;;No
2541-YGPKE;Stayed;;No
5382-TEMLV;Stayed;;No
3441-CGZJH;Stayed;;No
9592-ERDKV;Stayed;;No
4778-IZARL;Stayed;;No
0432-CAJZV;Joined;;No
7008-LZVOZ;Stayed;;No
9365-CSLBQ;Stayed;;No
5884-FBCTL;Stayed;;No
6242-FEGFD;Stayed;;No
6194-HBGQN;Stayed;;No
7634-WSWDB;Stayed;;No
6986-IXNDM;Stayed;;No
2987-BJXIK;Stayed;;No
9769-TSBZE;Stayed;;No
1395-WSWXR;Stayed;;No
6023-GSSXW;Stayed;;No
6752-APNJL;Stayed;;No
7446-KQISO;Stayed;;No
9823-EALYC;Stayed;;No
0582-AVCLN;Stayed;;No
5803-NQJZO;Stayed;;No
2607-DHDAK;Stayed;;No
1073-XXCZD;Stayed;;No
0743-HRVFF;Stayed;;No
4006-HKYHO;Stayed;;No
3727-JEZTU;Joined;;No
8143-ETQTI;Stayed;;No
9667-TKTVZ;Joined;;No
8570-KLJYJ;Stayed;;No
7754-IXRMC;Joined;;No
9473-CBZOP;Stayed;;No
2969-WGHQO;Stayed;;No
5863-OOKCL;Stayed;;No
1686-STUHN;Stayed;;No
1329-VHWNP;Stayed;;No
0266-GMEAO;Stayed;;No
5574-NXZIU;Stayed;;No
0019-GFNTW;Stayed;;No
4256-ZWTZI;Stayed;;No
8309-PPCED;Stayed;;No
5196-WPYOW;Stayed;;No
4608-LCIMN;Stayed;;No
1485-YDHMM;Stayed;;No
4054-CUMIA;Stayed;;No
0603-TPMIB;Stayed;;No
2525-GVKQU;Stayed;;No
8161-QYMTT;Stayed;;No
9581-GVBXT;Stayed;;No
5862-BRIXZ;Stayed;;No
5404-GGUKR;Stayed;;No
2126-GSEGL;Stayed;;No
0440-QEXBZ;Stayed;;No
2434-EEVDB;Stayed;;No
6762-QVYJO;Stayed;;No
8152-VETUR;Stayed;;No
4676-WLUHT;Stayed;;No
7980-MHFLQ;Stayed;;No
0757-WCUUZ;Stayed;;No
1629-DQQVB;Stayed;;No
0374-AACSZ;Joined;;No
4872-VXRIL;Stayed;;No
9140-CZQZZ;Stayed;;No
3423-HHXAO;Stayed;;No
9938-TKDGL;Stayed;;No
6537-QLGEX;Stayed;;No
3160-TYXLT;Stayed;;No
1325-USMEC;Stayed;;No
5606-AMZBO;Stayed;;No
6199-IPCAO;Stayed;;No
5640-CAXOA;Stayed;;No
2235-EZAIK;Stayed;;No
3847-BAERP;Stayed;;No
1453-RZFON;Joined;;No
8263-OKETD;Stayed;;No
0670-KDOMA;Joined;;No
2476-YGEFM;Stayed;;No
8687-BAFGU;Joined;;No
0641-EVBOJ;Joined;;No
0829-XXPLX;Stayed;;No
9974-JFBHQ;Stayed;;No
6624-JDRDS;Stayed;;No
0608-JDVEC;Stayed;;No
9780-FKVVF;Stayed;;No
1919-RTPQD;Stayed;;No
5214-NLTIT;Stayed;;No
3345-PBBFH;Stayed;;No
5055-BRMNE;Stayed;;No
2190-PHBHR;Stayed;;No
2650-GYRYL;Stayed;;No
5208-FVQKB;Stayed;;No
7184-LRUUR;Stayed;;No
6627-CFOSN;Stayed;;No
3982-JGSFD;Stayed;;No
1574-DYCWE;Stayed;;No
7247-XOZPB;Stayed;;No
2466-FCCPT;Stayed;;No
6211-WWLTF;Stayed;;No
4826-TZEVA;Stayed;;No
6016-NXBNJ;Stayed;;No
9138-EFSMO;Stayed;;No
4632-XJMEX;Stayed;;No
2716-GFZOR;Stayed;;No
3724-UCSHY;Stayed;;No
8626-XHBIE;Stayed;;No
3192-LNKRK;Stayed;;No
4439-YRNVD;Stayed;;No
2208-UGTGR;Stayed;;No
3005-TYFRD;Stayed;;No
8670-MEFCP;Stayed;;No
3079-BCHLN;Stayed;;No
7777-UNYHB;Stayed;;No
2969-VAPYH;Stayed;;No
7181-OQCUT;Stayed;;No
8474-UMLNT;Stayed;;No
9142-XMYJH;Stayed;;No
2649-HWLYB;Stayed;;No
5214-CHIWJ;Stayed;;No
2465-BLLEU;Joined;;No
1685-VAYJF;Stayed;;No
8874-EJNSR;Stayed;;No
5049-MUBWG;Stayed;;No
0769-MURVM;Stayed;;No
9253-VIFJQ;Stayed;;No
7030-FZTFM;Stayed;;No
9741-YLNTD;Stayed;;No
5120-ZBLAI;Stayed;;No
1194-BHJYC;Stayed;;No
0906-QVPMS;Stayed;;No
1905-OEILC;Joined;;No
7858-GTZSP;Stayed;;No
6248-BSHKG;Stayed;;No
4685-TFLLS;Stayed;;No
3470-BTGQO;Stayed;;No
1209-VFFOC;Stayed;;No
4553-DVPZG;Stayed;;No
6917-IAYHD;Joined;;No
8620-RJPZN;Joined;;No
7572-KPVKK;Stayed;;No
2642-MAWLJ;Stayed;;No
7103-ZGVNT;Stayed;;No
2027-WKXMW;Stayed;;No
7137-NAXML;Stayed;;No
2428-ZMCTB;Stayed;;No
2961-VNFKL;Stayed;;No
6963-KQYQB;Stayed;;No
5934-RMPOV;Stayed;;No
1207-BLKSA;Stayed;;No
8316-BBQAY;Stayed;;No
1166-PQLGG;Stayed;;No
3146-JTQHR;Stayed;;No
4291-YZODP;Stayed;;No
6427-FEFIG;Stayed;;No
0017-IUDMW;Stayed;;No
8706-HRADD;Stayed;;No
9955-QOPOY;Stayed;;No
4385-ZKVNW;Stayed;;No
9031-ZVQPT;Stayed;;No
2990-IAJSV;Stayed;;No
9027-YFHQJ;Stayed;;No
5176-LDKUH;Stayed;;No
4644-OBGFZ;Stayed;;No
7926-IJOOU;Joined;;No
6480-YAGIY;Stayed;;No
4029-HPFVY;Joined;;No
7602-DBTOU;Stayed;;No
5345-BMKWB;Stayed;;No
5457-COLHT;Stayed;;No
7998-WNZEM;Stayed;;No
4664-NJCMS;Stayed;;No
0307-BCOPK;Stayed;;No
2542-HYGIQ;Joined;;No
5016-LIPDW;Stayed;;No
6481-LXPWL;Stayed;;No
6124-ACRHJ;Joined;;No
9362-MWODR;Stayed;;No
9975-GPKZU;Stayed;;No
9625-RZFUK;Stayed;;No
5153-LXKDT;Stayed;;No
5161-UBZXI;Stayed;;No
1020-JPQOW;Stayed;;No
7919-ZODZZ;Stayed;;No
0565-JUPYD;Stayed;;No
6867-ACCZI;Stayed;;No
5939-XAIXZ;Stayed;;No
9054-FOWNV;Stayed;;No
8207-VVMYB;Stayed;;No
9732-EQMWY;Stayed;;No
5269-NRGDP;Stayed;;No
6195-MELTI;Stayed;;No
2121-JAFOM;Stayed;;No
1227-UDMZR;Stayed;;No
5198-HQAEN;Stayed;;No
2167-FQSTQ;Stayed;;No
2819-GWENI;Stayed;;No
3572-UUHRS;Stayed;;No
2692-PFYTJ;Joined;;No
5955-EPOAZ;Stayed;;No
6821-JPCDC;Stayed;;No
8815-LMFLX;Stayed;;No
9135-HSWOC;Stayed;;No
8582-KRHPJ;Stayed;;No
5811-IWXYM;Stayed;;No
1506-YJTYT;Stayed;;No
4123-DVHPH;Stayed;;No
2228-BZDEE;Stayed;;No
2789-CZANW;Stayed;;No
7596-LDUXP;Stayed;;No
2192-OZITF;Stayed;;No
5651-CPDND;Stayed;;No
1131-ALZWV;Stayed;;No
7729-XBTWX;Stayed;;No
9134-WYRVP;Stayed;;No
3284-SVCRO;Stayed;;No
9732-OUYRN;Stayed;;No
0559-CKHUS;Stayed;;No
2931-SVLTV;Stayed;;No
7504-UWHNB;Stayed;;No
2582-FFFZR;Stayed;;No
8908-NMQTX;Stayed;;No
1431-AIDJQ;Stayed;;No
6288-LBEAR;Stayed;;No
8413-YNHNV;Stayed;;No
5808-TOTXO;Joined;;No
4369-NYSCF;Stayed;;No
6333-YDVLT;Stayed;;No
5324-KTGCG;Stayed;;No
7394-LWLYN;Joined;;No
6873-UDNLD;Stayed;;No
2700-LUEVA;Joined;;No
0958-YHXGP;Stayed;;No
1101-SSWAG;Stayed;;No
5743-KHMNA;Stayed;;No
4194-FJARJ;Stayed;;No
5325-UWTWJ;Stayed;;No
3969-GYXEL;Stayed;;No
6992-TKNYO;Stayed;;No
4468-YDOVK;Stayed;;No
2200-DSAAL;Stayed;;No
4302-ZYFEL;Stayed;;No
9351-LZYGF;Stayed;;No
4366-CTOUZ;Stayed;;No
1518-OMDIK;Stayed;;No
6671-NGWON;Stayed;;No
0595-ITUDF;Stayed;;No
1955-IBMMB;Stayed;;No
0096-BXERS;Stayed;;No
3806-YAZOV;Joined;;No
7998-ZLXWN;Stayed;;No
6253-WRFHY;Stayed;;No
9133-AYJZG;Stayed;;No
8680-CGLTP;Stayed;;No
8430-TWCBX;Stayed;;No
5018-GWURO;Stayed;;No
6741-QRLUP;Stayed;;No
4737-HOBAX;Stayed;;No
8200-KLNYW;Stayed;;No
3372-CDXFJ;Stayed;;No
4781-ZXYGU;Joined;;No
7632-YUTXB;Stayed;;No
2718-YSKCS;Stayed;;No
9896-UYMIE;Stayed;;No
0853-NWIFK;Stayed;;No
8212-CRQXP;Stayed;;No
6980-CDGFC;Stayed;;No
7691-XVTZH;Stayed;;No
2520-SGTTA;Stayed;;No
1088-CNNKB;Stayed;;No
1930-BZLHI;Stayed;;No
5868-YTYKS;Joined;;No
3525-DVKFN;Stayed;;No
1482-OXZSY;Stayed;;No
0377-JBKKT;Stayed;;No
5778-BVOFB;Stayed;;No
3373-YZZYM;Joined;;No
0228-MAUWC;Stayed;;No
7663-YJHSN;Stayed;;No
4915-BFSXL;Stayed;;No
3086-RUCRN;Stayed;;No
5215-LNLDJ;Stayed;;No
0257-KXZGU;Stayed;;No
1307-ATKGB;Stayed;;No
3714-XPXBW;Stayed;;No
1850-AKQEP;Stayed;;No
2824-DXNKN;Stayed;;No
0848-ZGQIJ;Stayed;;No
3621-CHYVB;Stayed;;No
8042-RNLKO;Stayed;;No
5372-FBKBN;Stayed;;No
0420-TXVSG;Stayed;;No
6217-TOWGS;Stayed;;No
1045-LTCYT;Stayed;;No
1544-JJMYL;Stayed;;No
4636-JGAAI;Stayed;;No
6874-SGLHU;Stayed;;No
5951-AOFIH;Stayed;;No
3059-NGMXB;Stayed;;No
8652-YHIYU;Stayed;;No
5278-PNYOX;Stayed;;No
3486-HOOGQ;Stayed;;No
5061-PBXFW;Stayed;;No
8630-FJLIB;Stayed;;No
3891-NLXJB;Stayed;;No
4749-OJKQU;Stayed;;No
0577-WHMEV;Stayed;;No
5453-AXEPF;Stayed;;No
3639-XJHKQ;Stayed;;No
3716-LRGXK;Stayed;;No
2263-SFSQZ;Stayed;;No
9950-MTGYX;Stayed;;No
3397-AVTKU;Stayed;;No
4825-FUREZ;Stayed;;No
2672-OJQZP;Joined;;No
3134-DSHVC;Stayed;;No
7821-DPRQE;Stayed;;No
2001-EWBQU;Stayed;;No
6695-AMZUF;Stayed;;No
8410-BGQXN;Stayed;;No
1619-YWUBB;Stayed;;No
7611-YKYTC;Stayed;;No
0365-GXEZS;Stayed;;No
0082-OQIQY;Stayed;;No
3606-SBKRY;Stayed;;No
0667-NSRGI;Stayed;;No
6893-ODYYE;Stayed;;No
8242-JSVBO;Stayed;;No
9541-ZPSEA;Stayed;;No
1139-WUOAH;Stayed;;No
4693-VWVBO;Joined;;No
6937-GCDGQ;Stayed;;No
0988-JRWWP;Joined;;No
5075-JSDKI;Stayed;;No
8644-XYTSV;Stayed;;No
3873-WOSBC;Stayed;;No
7465-ZZRVX;Joined;;No
7975-JMZNT;Stayed;;No
7251-XFOIL;Stayed;;No
4116-IQRFR;Stayed;;No
8259-DZLIZ;Stayed;;No
7853-WNZSY;Joined;;No
3120-FAZKD;Stayed;;No
8606-OEGQZ;Stayed;;No
0225-ZORZP;Joined;;No
9489-JMTTN;Stayed;;No
0967-BMLBD;Stayed;;No
2830-LEWOA;Stayed;;No
5006-MXVRN;Stayed;;No
8327-WKMIE;Stayed;;No
6917-FIJHC;Stayed;;No
7797-EJMDP;Stayed;;No
3530-VWVGU;Stayed;;No
6368-NWMCE;Stayed;;No
3633-CDBUW;Stayed;;No
3956-MGXOG;Stayed;;No
9274-UARKJ;Stayed;;No
4077-HWUYD;Stayed;;No
0103-CSITQ;Stayed;;No
8671-KKKOS;Stayed;;No
7305-ZWMAJ;Stayed;;No
6578-KRMAW;Stayed;;No
4860-IJUDE;Stayed;;No
9688-YGXVR;Stayed;;No
1945-XISKS;Stayed;;No
5360-LJCNJ;Stayed;;No
2607-FBDFF;Joined;;No
1100-DDVRV;Stayed;;No
6728-WYQBC;Joined;;No
7216-KAOID;Stayed;;No
6145-NNPNO;Joined;;No
5339-TJFEK;Stayed;;No
2074-GUHPQ;Stayed;;No
4625-XMOYM;Stayed;;No
5827-MWCZK;Stayed;;No
1385-TQOZW;Stayed;;No
5914-XRFQB;Stayed;;No
4329-YPDDQ;Stayed;;No
4804-NCPET;Stayed;;No
5944-UGLLK;Stayed;;No
7787-BNTZM;Stayed;;No
2252-ISRNH;Stayed;;No
9415-TPKRV;Stayed;;No
5322-TEUJK;Stayed;;No
1866-DIOQZ;Stayed;;No
8375-KVTHK;Stayed;;No
2697-NQBPF;Stayed;;No
3709-OIJEA;Stayed;;No
1386-ZIKUV;Stayed;;No
0599-XNYDO;Stayed;;No
6377-WHAOX;Stayed;;No
6855-VLGOS;Stayed;;No
8746-OQQRW;Stayed;;No
3181-MIZBN;Stayed;;No
7766-CLTIC;Stayed;;No
5650-YLIBA;Stayed;;No
0825-CPPQH;Stayed;;No
9084-OAYKL;Stayed;;No
6122-LJADA;Stayed;;No
2400-XIWIO;Stayed;;No
7569-NMZYQ;Stayed;;No
5201-USSQZ;Stayed;;No
2105-PHWON;Stayed;;No
1494-EJZDW;Stayed;;No
8003-EWNDZ;Stayed;;No
1897-RCFUM;Stayed;;No
9256-JTBNZ;Stayed;;No
2211-RMNHO;Stayed;;No
2432-TFSMK;Stayed;;No
4929-ROART;Stayed;;No
1834-ABKHQ;Stayed;;No
1741-WTPON;Stayed;;No
3932-IJWDZ;Stayed;;No
1240-HCBOH;Stayed;;No
3594-KADLU;Joined;;No
3796-ENZGF;Stayed;;No
1734-ZMNTZ;Stayed;;No
2853-CWQFQ;Joined;;No
0813-TAXXS;Stayed;;No
2519-TWKFS;Stayed;;No
0626-QXNGV;Stayed;;No
6723-CEGQI;Stayed;;No
4732-RRJZC;Stayed;;No
9499-XPZXM;Stayed;;No
4338-EYCER;Stayed;;No
3007-FDPEA;Joined;;No
8513-OLYGY;Stayed;;No
0311-QYWSS;Stayed;;No
8705-DWKTI;Stayed;;No
3680-CTHUH;Stayed;;No
1202-KKGFU;Stayed;;No
6112-KTHFQ;Stayed;;No
1852-XEMDW;Stayed;;No
1820-DJFPH;Stayed;;No
9426-SXNHE;Joined;;No
9068-FHQHD;Stayed;;No
1269-FOYWN;Stayed;;No
9895-VFOXH;Joined;;No
1230-QAJDW;Joined;;No
5701-ZIKJE;Stayed;;No
5032-MIYKT;Joined;;No
7396-VJUZB;Stayed;;No
9717-QEBGU;Joined;;No
5172-RKOCB;Stayed;;No
6509-TSGWN;Stayed;;No
3178-CIFOT;Stayed;;No
4530-NDRKU;Stayed;;No
5985-TBABQ;Stayed;;No
9800-ONTFE;Stayed;;No
6743-HHQPF;Stayed;;No
8455-HIRAQ;Stayed;;No
6616-AALSR;Stayed;;No
9415-ZNBSX;Stayed;;No
4018-KJYUY;Stayed;;No
3884-UEBXB;Stayed;;No
8780-RSYYU;Stayed;;No
5537-UXXVS;Stayed;;No
1791-PQHBB;Joined;;No
8701-DGLVH;Stayed;;No
8741-LQOBK;Stayed;;No
8082-GHXOP;Stayed;;No
0980-FEXWF;Stayed;;No
3011-WQKSZ;Stayed;;No
8218-FFJDS;Stayed;;No
9360-OMDZZ;Stayed;;No
0345-XMMUG;Stayed;;No
2832-SCUCO;Joined;;No
7036-ZZKBD;Stayed;;No
0265-PSUAE;Stayed;;No
0463-TXOAK;Stayed;;No
0594-UFTUL;Stayed;;No
9509-MPYOD;Stayed;;No
9128-CPXKI;Stayed;;No
0129-KPTWJ;Stayed;;No
5855-EIBDE;Stayed;;No
5365-LLFYV;Joined;;No
1928-BXYIV;Joined;;No
5760-FXFVO;Stayed;;No
0961-ZWLVI;Stayed;;No
5181-OABFK;Stayed;;No
7816-VGHTO;Stayed;;No
5871-DGTXZ;Stayed;;No
7550-WIQVA;Stayed;;No
7544-ZVIKX;Stayed;;No
0016-QLJIS;Stayed;;No
7508-DQAKK;Stayed;;No
5176-OLSKT;Stayed;;No
9356-AXGMP;Stayed;;No
3556-BVQGL;Stayed;;No
7581-EBBOU;Stayed;;No
5073-RZGBK;Stayed;;No
2192-CKRLV;Stayed;;No
3154-HMWUU;Stayed;;No
6119-SPUDB;Stayed;;No
6522-OIQSX;Stayed;;No
8748-HFWBO;Stayed;;No
1052-QJIBV;Stayed;;No
1319-YLZJG;Stayed;;No
0723-FDLAY;Stayed;;No
3050-RLLXC;Stayed;;No
9298-WGMRW;Stayed;;No
3088-LHEFH;Stayed;;No
8544-JNBOX;Stayed;;No
6681-ZSEXG;Stayed;;No
6116-RFVHN;Stayed;;No
8884-FEEWR;Stayed;;No
3125-RAHBV;Stayed;;No
0373-AIVNJ;Stayed;;No
1682-VCOIO;Stayed;;No
2072-ZVJJX;Stayed;;No
8849-AYPTR;Stayed;;No
9518-IMLHK;Stayed;;No
3646-ITDGM;Stayed;;No
3569-VLDHH;Stayed;;No
8224-KDLKN;Stayed;;No
4001-TSBTV;Stayed;;No
8727-XDPUD;Stayed;;No
1043-UXOVO;Stayed;;No
1064-FBXNK;Joined;;No
2878-DHMIN;Stayed;;No
7762-ONLJY;Stayed;;No
5795-BKOYE;Stayed;;No
7402-PWYJJ;Stayed;;No
0018-NYROU;Stayed;;No
7501-VTYLJ;Joined;;No
7608-RGIRO;Stayed;;No
0480-BIXDE;Stayed;;No
5895-QSXOD;Stayed;;No
9814-AOUDH;Stayed;;No
6175-IRFIT;Stayed;;No
1622-HSHSF;Joined;;No
6749-UTDVX;Stayed;;No
5542-DHSXL;Stayed;;No
9102-OXKFY;Stayed;;No
7808-DVWEP;Joined;;No
2284-VFLKH;Stayed;;No
0366-NQSHS;Joined;;No
3807-BPOMJ;Stayed;;No
3892-NXAZG;Stayed;;No
4182-BGSIQ;Stayed;;No
0988-AADSA;Stayed;;No
9972-NKTFD;Stayed;;No
3717-LNXKW;Stayed;;No
5734-EJKXG;Stayed;;No
2207-RYYRL;Stayed;;No
6729-FZWSY;Stayed;;No
9695-IDRZR;Stayed;;No
8144-DGHXP;Stayed;;No
7814-LEEVE;Joined;;No
8631-WUXGY;Stayed;;No
5906-DVAPM;Stayed;;No
6654-QGBZZ;Joined;;No
5641-DMBFJ;Stayed;;No
9200-NLNPD;Stayed;;No
2664-XJZNO;Stayed;;No
0921-OHLVP;Stayed;;No
8350-NYMVI;Stayed;;No
1600-DILPE;Stayed;;No
0536-ESJEP;Stayed;;No
4654-GGUII;Stayed;;No
6478-HRRCZ;Stayed;;No
8510-BBWMU;Stayed;;No
6857-TKDJV;Stayed;;No
2360-RDGRO;Stayed;;No
0584-BJQGZ;Stayed;;No
1360-XFJMR;Stayed;;No
9058-MJLZC;Stayed;;No
0902-XKXPN;Stayed;;No
5177-RVZNU;Stayed;;No
0056-EPFBG;Stayed;;No
8993-IZEUX;Stayed;;No
8190-ZTQFB;Stayed;;No
0931-MHTEM;Stayed;;No
0440-UEDAI;Stayed;;No
1337-BOZWO;Stayed;;No
0868-VJRDR;Stayed;;No
6344-SFJVH;Stayed;;No
3950-VPYJB;Stayed;;No
7321-ZNSLA;Stayed;;No
8727-JQFHV;Stayed;;No
9475-NNDGC;Stayed;;No
1355-KUSBG;Stayed;;No
3688-FTHLT;Stayed;;No
0899-LIIBW;Stayed;;No
1384-RCUXW;Stayed;;No
5825-XJOCM;Stayed;;No
6848-YLDFR;Stayed;;No
8125-QPFJD;Stayed;;No
2320-YKQBO;Stayed;;No
4973-RLZVI;Stayed;;No
7869-ZYDST;Stayed;;No
1215-EXRMO;Stayed;;No
2305-MRGLV;Stayed;;No
8404-VIOMB;Stayed;;No
2359-KLTEK;Stayed;;No
2673-ZALNP;Stayed;;No
9184-GALIL;Stayed;;No
4393-RYCRE;Stayed;;No
9746-MDMBK;Stayed;;No
3162-ZJZFU;Stayed;;No
8404-GFGCZ;Stayed;;No
3521-MNKLV;Stayed;;No
2533-TIBIX;Stayed;;No
5092-STPKP;Stayed;;No
0114-PEGZZ;Stayed;;No
3359-DSRKA;Stayed;;No
8639-NHQEI;Stayed;;No
7161-DFHUF;Stayed;;No
3720-DBRWL;Stayed;;No
4994-OBRSZ;Stayed;;No
0562-FGDCR;Stayed;;No
2436-QBZFP;Stayed;;No
3420-YJLQT;Joined;;No
6040-CGACY;Stayed;;No
6582-PLFUU;Stayed;;No
8242-PDSGJ;Stayed;;No
0264-CNITK;Stayed;;No
0089-IIQKO;Stayed;;No
7839-NUIAA;Stayed;;No
6075-QMNRR;Stayed;;No
5966-EMAZU;Stayed;;No
0440-EKDCF;Stayed;;No
4774-HHGGS;Stayed;;No
8180-AKMJV;Joined;;No
4298-OYIFC;Stayed;;No
5566-SOEZD;Stayed;;No
9842-EFSYY;Stayed;;No
2272-WUSPA;Stayed;;No
0930-EHUZA;Stayed;;No
9975-SKRNR;Joined;;No
4973-MGTON;Stayed;;No
3682-YEUWS;Stayed;;No
1223-UNPKS;Stayed;;No
3446-QDSZF;Stayed;;No
7379-FNIUJ;Joined;;No
1627-AFWVJ;Stayed;;No
4486-EFAEB;Stayed;;No
0060-FUALY;Stayed;;No
6954-OOYZZ;Stayed;;No
7088-FBAWU;Stayed;;No
8313-AFGBW;Stayed;;No
3097-IDVPU;Stayed;;No
2303-PJYHN;Joined;;No
9795-VOWON;Stayed;;No
1237-WIYYZ;Stayed;;No
1987-AUELQ;Stayed;;No
4822-LPTYJ;Stayed;;No
8165-CBKXO;Stayed;;No
6527-PZFPV;Stayed;;No
9593-CVZKR;Stayed;;No
5236-XMZJY;Stayed;;No
4827-DPADN;Stayed;;No
2694-CIUMO;Stayed;;No
5846-ABOBJ;Stayed;;No
1439-LCGVL;Stayed;;No
0909-SDHNU;Stayed;;No
4647-XXZAM;Stayed;;No
7740-KKCXF;Stayed;;No
5360-XGYAZ;Stayed;;No
3557-HTYWR;Stayed;;No
1699-TLDLZ;Stayed;;No
5600-PDUJF;Stayed;;No
0567-XRHCU;Stayed;;No
2067-QYTCF;Stayed;;No
7407-SUJIZ;Stayed;;No
9150-KPBJQ;Stayed;;No
0052-DCKON;Stayed;;No
3654-ARMGP;Stayed;;No
9367-TCUYN;Stayed;;No
0708-SJDIS;Stayed;;No
2073-QBVBI;Stayed;;No
6928-ONTRW;Stayed;;No
5231-FIQPA;Stayed;;No
6617-WLBQC;Stayed;;No
2599-CIPQE;Stayed;;No
8774-GSBUN;Stayed;;No
7326-RIGQZ;Stayed;;No
1401-FTHFQ;Stayed;;No
0254-FNMCI;Stayed;;No
1848-LBZHY;Stayed;;No
8118-TJAFG;Stayed;;No
5429-LWCMV;Stayed;;No
7298-IZWLY;Joined;;No
3955-JBZZM;Stayed;;No
4815-TUMEQ;Stayed;;No
9909-IDLEK;Stayed;;No
4092-OFQZS;Stayed;;No
1561-BWHIN;Stayed;;No
9927-DSWDF;Stayed;;No
9500-LTVBP;Stayed;;No
7252-NTGSS;Joined;;No
8149-AIQCG;Stayed;;No
0899-WZRSD;Stayed;;No
3255-GRXMG;Stayed;;No
4828-FAZPK;Stayed;;No
6094-ZIVKX;Stayed;;No
3262-EIDHV;Stayed;;No
7354-OIJLX;Stayed;;No
1376-HHBDV;Stayed;;No
6133-OZILE;Stayed;;No
7191-ADRGF;Stayed;;No
5018-LXQQG;Stayed;;No
6892-BOGQE;Stayed;;No
1746-TGTWV;Joined;;No
8050-WYBND;Stayed;;No
2821-WARNZ;Stayed;;No
4879-GZLFH;Stayed;;No
8314-HTWVE;Stayed;;No
9402-ROUMJ;Stayed;;No
2507-QZPQS;Stayed;;No
7159-NOKYQ;Stayed;;No
5707-ZMDJP;Stayed;;No
8779-YIQQA;Stayed;;No
7136-IHZJA;Stayed;;No
8966-OIQHG;Stayed;;No
7074-STDCN;Stayed;;No
8739-QOTTN;Joined;;No
1399-OUPJN;Stayed;;No
0277-BKSQP;Stayed;;No
5774-XZTQC;Stayed;;No
2676-SSLTO;Stayed;;No
6266-QHOJZ;Stayed;;No
7269-JISCY;Stayed;;No
0363-SVHYR;Stayed;;No
8547-NSBBO;Stayed;;No
6591-QGOYB;Stayed;;No
9070-BCKQP;Stayed;;No
6421-SZVEM;Stayed;;No
1328-EUZHC;Stayed;;No
8878-RYUKI;Stayed;;No
9633-DENPU;Stayed;;No
7811-JIVPF;Stayed;;No
7113-HIPFI;Stayed;;No
8541-QVFKM;Stayed;;No
9258-CNWAC;Stayed;;No
6374-AFWOX;Stayed;;No
5317-FLPJF;Stayed;;No
7621-VPNET;Stayed;;No
6034-YMTOB;Stayed;;No
4903-CNOZC;Stayed;;No
4353-HYOJD;Stayed;;No
7267-FRMJW;Stayed;;No
4188-FRABG;Stayed;;No
0620-DLSLK;Stayed;;No
3850-OKINF;Stayed;;No
1156-ZFYDO;Joined;;No
5549-ZGHFB;Stayed;;No
7577-SWIFR;Joined;;No
0303-WMMRN;Stayed;;No
6408-OTUBZ;Stayed;;No
5204-HMGYF;Stayed;;No
3727-OVPRY;Stayed;;No
3797-FKOGQ;Stayed;;No
7622-NXQZR;Stayed;;No
6196-HBOBZ;Stayed;;No
3970-XGJDU;Stayed;;No
7017-VFULY;Joined;;No
5562-YJQGT;Joined;;No
8807-OPMBM;Stayed;;No
8294-UIMBA;Stayed;;No
8109-YUOHE;Stayed;;No
5840-NVDCG;Stayed;;No
8092-NLTGF;Stayed;;No
5928-QLDHB;Stayed;;No
9840-EFJQB;Joined;;No
0696-UKTOX;Stayed;;No
4801-KFYKL;Stayed;;No
3472-OAOOR;Stayed;;No
6135-OZQVA;Stayed;;No
2252-JHJGE;Stayed;;No
4188-PCPIG;Stayed;;No
7105-BENQF;Stayed;;No
7721-DVEKZ;Joined;;No
3566-VVORZ;Stayed;;No
9507-HSMMZ;Stayed;;No
2480-SQIOB;Stayed;;No
7813-TKCVO;Stayed;;No
0128-MKWSG;Stayed;;No
4350-ZTLPI;Stayed;;No
0361-HJRDX;Stayed;;No
5727-MYATE;Stayed;;No
3823-KYNQY;Stayed;;No
7570-WELNY;Stayed;;No
3021-VLNRJ;Stayed;;No
